title;blobcity_link;description;github_link;tags;created_at;modified_at
Cryoris/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/f31257e2-2e4a-41f8-9ea4-c68205b7f508/base/CPU?name=Cryoris%2Fnotebooks;;https://github.com/Cryoris/notebooks;['Base Notebook', 'CPU'];2020-11-25 12:04:00;2020-11-25 12:04:00
drillan/jupyter-black;https://cloud.blobcity.com/#/ps/view-cloudbook/7cfce494-9561-4272-ae61-455d478d2d22/base/CPU?name=drillan%2Fjupyter-black;Black formatter for Jupyter Notebook;https://github.com/drillan/jupyter-black;['Base Notebook', 'CPU'];2020-11-25 11:33:00;2020-11-25 11:33:00
jadianes/spark-py-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/8accfec9-b80b-42f7-8564-a33d20de82ec/base/CPU?name=jadianes%2Fspark-py-notebooks;Apache Spark & Python (pySpark) tutorials for Big Data Analysis and Machine Learning as IPython / Jupyter notebooks;https://github.com/jadianes/spark-py-notebooks;['Base Notebook', 'CPU'];2020-11-24 17:31:00;2020-11-24 17:31:00
QuantConnect/Tutorials;https://cloud.blobcity.com/#/ps/view-cloudbook/2d14a2e8-a186-49b6-826c-66c314f6a952/base/CPU?name=QuantConnect%2FTutorials;Jupyter notebook tutorials from QuantConnect website for Python, Finance and LEAN.;https://github.com/QuantConnect/Tutorials;['Base Notebook', 'CPU'];2020-11-25 11:40:00;2020-11-25 11:40:00
Pybonacci/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/aa6be8ee-b8e2-4111-9dff-0fcf00c395e1/base/CPU?name=Pybonacci%2Fnotebooks;Notebooks de IPython para Pybonacci.;https://github.com/Pybonacci/notebooks;['Base Notebook', 'CPU'];2020-11-25 11:24:00;2020-11-25 11:24:00
aws/amazon-sagemaker-examples;https://cloud.blobcity.com/#/ps/view-cloudbook/a54bbcf4-124b-4888-893d-7f62e2f59147/base/CPU?name=aws%2Famazon-sagemaker-examples;Example notebooks that show how to apply machine learning, deep learning and reinforcement learning in Amazon SageMaker;https://github.com/aws/amazon-sagemaker-examples;['Base Notebook', 'CPU'];2020-11-25 10:24:00;2020-11-25 10:24:00
johnnync13/EFI-Xiaomi-Notebook-air-12-5;https://cloud.blobcity.com/#/ps/view-cloudbook/be549bc7-24a0-42a1-9a46-94fa67b30195/base/CPU?name=johnnync13%2FEFI-Xiaomi-Notebook-air-12-5;EFI Xiaomi Notebook air 12'5;https://github.com/johnnync13/EFI-Xiaomi-Notebook-air-12-5;['Base Notebook', 'CPU'];2020-11-25 11:27:00;2020-11-25 11:27:00
jkitchin/ox-ipynb;https://cloud.blobcity.com/#/ps/view-cloudbook/3709b35e-9967-48fa-adca-8922935c0de4/base/CPU?name=jkitchin%2Fox-ipynb;org-mode exporter to Jupyter notebooks;https://github.com/jkitchin/ox-ipynb;['Base Notebook', 'CPU'];2020-11-25 11:51:00;2020-11-25 11:51:00
DataBiosphere/leonardo;https://cloud.blobcity.com/#/ps/view-cloudbook/962c2ca5-0cac-44e4-a2bd-5b6e43cfef27/base/CPU?name=DataBiosphere%2Fleonardo;Notebook service;https://github.com/DataBiosphere/leonardo;['Base Notebook', 'CPU'];2020-11-25 11:38:00;2020-11-25 11:38:00
eee2047s-uct/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/84d437e1-ee91-4e56-acae-8b9f8a39e3ad/base/CPU?name=eee2047s-uct%2Fnotebooks;;https://github.com/eee2047s-uct/notebooks;['Base Notebook', 'CPU'];2020-11-25 11:40:00;2020-11-25 11:40:00
DrSkippy/Data-Science-45min-Intros;https://cloud.blobcity.com/#/ps/view-cloudbook/28df3026-7efb-495e-b47c-e4444e20da74/base/CPU?name=DrSkippy%2FData-Science-45min-Intros;Ipython notebook presentations for getting starting with basic programming, statistics and machine learning techniques;https://github.com/DrSkippy/Data-Science-45min-Intros;['Base Notebook', 'CPU'];2020-11-25 11:08:00;2020-11-25 11:08:00
sanzgiri/deeplearning.ai;https://cloud.blobcity.com/#/ps/view-cloudbook/4e78f50f-a070-47ff-9dcc-5abdc2d80d5a/base/CPU?name=sanzgiri%2Fdeeplearning.ai;Jupyter notebooks from deeplearning.ai coursera specialization;https://github.com/sanzgiri/deeplearning.ai;['Base Notebook', 'CPU'];2020-11-25 11:55:00;2020-11-25 11:55:00
fhoffa/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/22c26b55-d088-42af-869d-dc1f74b3f6a0/base/CPU?name=fhoffa%2Fnotebooks;;https://github.com/fhoffa/notebooks;['Base Notebook', 'CPU'];2020-11-25 11:00:00;2020-11-25 11:00:00
jrjohansson/qutip-lectures;https://cloud.blobcity.com/#/ps/view-cloudbook/100f88ec-a06b-4bcc-8743-556ff19163ed/base/CPU?name=jrjohansson%2Fqutip-lectures;Lectures on QuTiP: slides and ipython notebooks;https://github.com/jrjohansson/qutip-lectures;['Base Notebook', 'CPU'];2020-11-25 10:24:00;2020-11-25 10:24:00
pierrelux/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/0b73cf62-4b23-44d3-bf9d-ff00be5f4849/base/CPU?name=pierrelux%2Fnotebooks;An attempt to formalize my thoughts. A pythonic approach to mental housekeeping;https://github.com/pierrelux/notebooks;['Base Notebook', 'CPU'];2020-11-25 11:59:00;2020-11-25 11:59:00
super2bai/TheGoProgrammingLanguage;https://cloud.blobcity.com/#/ps/view-cloudbook/984feaa7-5576-4023-a038-c38eded08c75/base/CPU?name=super2bai%2FTheGoProgrammingLanguage;GoÃ¨Â¯Â­Ã¨Â¨ÂÃ§Â¼ÂÃ§Â¨Â---Ã¨Â®Â¸Ã¥Â¼ÂÃ¤Â¼Â;https://github.com/super2bai/TheGoProgrammingLanguage;['Base Notebook', 'CPU'];2020-11-25 11:26:00;2020-11-25 11:26:00
tele2-2/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/e7e03b8c-e5da-44eb-8497-793f0adc29f8/base/CPU?name=tele2-2%2Fnotebook;;https://github.com/tele2-2/notebook;['Base Notebook', 'CPU'];2020-11-25 12:04:00;2020-11-25 12:04:00
r9y9/Colaboratory;https://cloud.blobcity.com/#/ps/view-cloudbook/4d120d28-427e-436a-acda-a2bf2a885d5e/base/CPU?name=r9y9%2FColaboratory;Colaboratory notebooks;https://github.com/r9y9/Colaboratory;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
QuantEcon/lecture-python-programming.notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/a27f46bb-7acb-411c-b60c-c566b02c9fc5/base/CPU?name=QuantEcon%2Flecture-python-programming.notebooks;Notebooks for https://python-programming.quantecon.org;https://github.com/QuantEcon/lecture-python-programming.notebooks;['Base Notebook', 'CPU'];2020-11-25 11:00:00;2020-11-25 11:00:00
WolframResearch/WolframLanguageForJupyter;https://cloud.blobcity.com/#/ps/view-cloudbook/1dbc5842-a399-4762-82fd-98f86d2b0bd8/base/CPU?name=WolframResearch%2FWolframLanguageForJupyter;Wolfram Language kernel for Jupyter notebooks;https://github.com/WolframResearch/WolframLanguageForJupyter;['Base Notebook', 'CPU'];2020-11-25 11:00:00;2020-11-25 11:00:00
voila-dashboards/voila;https://cloud.blobcity.com/#/ps/view-cloudbook/ac2fab0b-7b30-4629-86c6-704c45a50745/base/CPU?name=voila-dashboards%2Fvoila;VoilÃÂ  turns Jupyter notebooks into standalone web applications;https://github.com/voila-dashboards/voila;['Base Notebook', 'CPU'];2020-11-25 10:15:00;2020-11-25 10:15:00
roemmele/keras-rnn-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/86913219-7947-482a-9c2a-7b5ecc159314/base/CPU?name=roemmele%2Fkeras-rnn-notebooks;Python notebooks that demonstrate simple RNN models for NLP tasks using Keras;https://github.com/roemmele/keras-rnn-notebooks;['Base Notebook', 'CPU'];2020-11-25 11:17:00;2020-11-25 11:17:00
slojo404/nbconvert;https://cloud.blobcity.com/#/ps/view-cloudbook/52f79115-0fc5-42b0-ac4e-d663c97cabca/base/CPU?name=slojo404%2Fnbconvert;IPython notebook converter;https://github.com/slojo404/nbconvert;['Base Notebook', 'CPU'];2020-11-25 11:40:00;2020-11-25 11:40:00
zhenbianshu/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/c3ae27d8-2032-440a-9f75-6b8e7187f110/base/CPU?name=zhenbianshu%2Fnotebook;my notebook;https://github.com/zhenbianshu/notebook;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
schrodingers-katze/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/ed1b5e38-b1c1-4d6e-b4cb-93e1ce1ed8c5/base/CPU?name=schrodingers-katze%2Fnotebook;Ã¬ÂÂÃªÂ³Â Ã«Â¦Â¬Ã¬Â¦Â Ã¬ÂÂ¤Ã­ÂÂ°Ã«ÂÂ Ã«ÂÂ´Ã¬ÂÂ©Ã¬ÂÂ Ã¬Â ÂÃ«Â¦Â¬Ã­ÂÂÃ«ÂÂ Ã«Â ÂÃ­ÂÂ¬Ã¬Â§ÂÃ­ÂÂ Ã«Â¦Â¬ Ã¬ÂÂÃ«ÂÂÃ«ÂÂ¤.;https://github.com/schrodingers-katze/notebook;['Base Notebook', 'CPU'];2020-11-25 11:29:00;2020-11-25 11:29:00
mattharrison/Tiny-Python-3.6-Notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/29335326-4c55-43d9-97aa-5ed7ae1f7e0e/base/CPU?name=mattharrison%2FTiny-Python-3.6-Notebook;This repository contains the text for the Tiny Python 3.6 Notebook.;https://github.com/mattharrison/Tiny-Python-3.6-Notebook;['Base Notebook', 'CPU'];2020-11-25 09:41:00;2020-11-25 09:41:00
puntofisso/OSMnxNotebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/9cb76066-0f75-48b9-b835-438d191578b0/base/CPU?name=puntofisso%2FOSMnxNotebooks;;https://github.com/puntofisso/OSMnxNotebooks;['Base Notebook', 'CPU'];2020-11-25 12:04:00;2020-11-25 12:04:00
rayheberer/LambdaSchoolDataScience;https://cloud.blobcity.com/#/ps/view-cloudbook/363098f7-7aad-4fc5-b1d9-af9125c530ff/base/CPU?name=rayheberer%2FLambdaSchoolDataScience;Completed assignments and coding challenges from the Lambda School Data Science program.;https://github.com/rayheberer/LambdaSchoolDataScience;['Base Notebook', 'CPU'];2020-11-25 12:00:00;2020-11-25 12:00:00
ernestorx/es-swapi-test;https://cloud.blobcity.com/#/ps/view-cloudbook/859794c0-184a-4531-9b98-5b1e66a7a739/base/CPU?name=ernestorx%2Fes-swapi-test;An IPython Notebook to try Elasticsearch-py;https://github.com/ernestorx/es-swapi-test;['Base Notebook', 'CPU'];2020-11-25 11:31:00;2020-11-25 11:31:00
mozilla/jupyter-spark;https://cloud.blobcity.com/#/ps/view-cloudbook/8cdce775-12b7-4bf2-8ec8-88c3d82d6ce1/base/CPU?name=mozilla%2Fjupyter-spark;Jupyter Notebook extension for Apache Spark integration;https://github.com/mozilla/jupyter-spark;['Base Notebook', 'CPU'];2020-11-25 11:22:00;2020-11-25 11:22:00
pybokeh/jupyter_notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/4b669dce-5cbf-43dc-8f96-39b1b0175fde/base/CPU?name=pybokeh%2Fjupyter_notebooks;Collection of jupyter notebooks;https://github.com/pybokeh/jupyter_notebooks;['Base Notebook', 'CPU'];2020-11-25 10:10:00;2020-11-25 10:10:00
yokawasa/databricks-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/38d5b230-b93b-4dff-8643-5d497a92940d/base/CPU?name=yokawasa%2Fdatabricks-notebooks;Collection of Sample Databricks Spark Notebooks ( mostly for Azure Databricks );https://github.com/yokawasa/databricks-notebooks;['Base Notebook', 'CPU'];2020-11-25 11:26:00;2020-11-25 11:26:00
gclouduniverse/notebooks-ci-showcase;https://cloud.blobcity.com/#/ps/view-cloudbook/af3e6397-ec73-4946-8c37-f36f53baf72e/base/CPU?name=gclouduniverse%2Fnotebooks-ci-showcase;Fully Configured Example of CI/CD For Notebooks On Top Of GCP;https://github.com/gclouduniverse/notebooks-ci-showcase;['Base Notebook', 'CPU'];2020-11-25 12:04:00;2020-11-25 12:04:00
FCTweedie/NLTK;https://cloud.blobcity.com/#/ps/view-cloudbook/692de3db-f4e7-462d-9657-586a9319b6b1/base/CPU?name=FCTweedie%2FNLTK;NLTK notebook;https://github.com/FCTweedie/NLTK;['Base Notebook', 'CPU'];2020-11-25 11:24:00;2020-11-25 11:24:00
leriomaggio/python-in-a-notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/62cbfda8-dad0-472f-b490-49e580961d70/base/CPU?name=leriomaggio%2Fpython-in-a-notebook;Collection of Jupyter Notebooks about Python programming;https://github.com/leriomaggio/python-in-a-notebook;['Base Notebook', 'CPU'];2020-11-25 09:55:00;2020-11-25 09:55:00
KnowledgeLab/content_analysis;https://cloud.blobcity.com/#/ps/view-cloudbook/407a92c1-0dd0-4f0b-b8f5-edd806c3a7fb/base/CPU?name=KnowledgeLab%2Fcontent_analysis;Jupyter notebooks for Computational Content Analysis;https://github.com/KnowledgeLab/content_analysis;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
masteringmatplotlib/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/e3113356-105c-4d02-b8a9-c7b209ee668b/base/CPU?name=masteringmatplotlib%2Fnotebooks;Notebook index for Mastering matplotlib;https://github.com/masteringmatplotlib/notebooks;['Base Notebook', 'CPU'];2020-11-25 11:05:00;2020-11-25 11:05:00
caicloud/ciao;https://cloud.blobcity.com/#/ps/view-cloudbook/6ee30586-f763-4805-85b1-bbc393b79a91/base/CPU?name=caicloud%2Fciao;Kernel for Kubeflow in Jupyter Notebook;https://github.com/caicloud/ciao;['Base Notebook', 'CPU'];2020-11-25 12:04:00;2020-11-25 12:04:00
nteract/scrapbook;https://cloud.blobcity.com/#/ps/view-cloudbook/33f7e734-6941-40fe-904a-45cb75e51ec0/base/CPU?name=nteract%2Fscrapbook;A library for recording and reading data in notebooks.;https://github.com/nteract/scrapbook;['Base Notebook', 'CPU'];2020-11-25 11:26:00;2020-11-25 11:26:00
tkf/emacs-ipython-notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/9bda0ced-86a0-492e-bf21-d9f78e8e105e/base/CPU?name=tkf%2Femacs-ipython-notebook;IPython notebook client in Emacs;https://github.com/tkf/emacs-ipython-notebook;['Base Notebook', 'CPU'];2020-11-25 10:10:00;2020-11-25 10:10:00
wroscoe/notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/b82c4b6f-ca23-41cc-9836-74e3a99ee2da/base/CPU?name=wroscoe%2Fnotebooks;My computational narrative notebooks.;https://github.com/wroscoe/notebooks;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
liangxiaofei1100/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/87a7f8f7-6920-4db4-88bd-26eef288c022/base/CPU?name=liangxiaofei1100%2Fnotebook;Android notebook.;https://github.com/liangxiaofei1100/notebook;['Base Notebook', 'CPU'];2020-11-25 10:10:00;2020-11-25 10:10:00
vinayak-mehta/nbcommands;https://cloud.blobcity.com/#/ps/view-cloudbook/268e487d-46fb-45f6-8eb9-685d6cb2261a/base/CPU?name=vinayak-mehta%2Fnbcommands;Unix commands for Jupyter notebooks.;https://github.com/vinayak-mehta/nbcommands;['Base Notebook', 'CPU'];2020-11-25 11:59:00;2020-11-25 11:59:00
daniestevez/jupyter_notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/039dea13-51d0-4aa5-8c1a-505ea6f3c8a3/base/CPU?name=daniestevez%2Fjupyter_notebooks;Assorted Jupyter notebooks by Daniel EstÃÂ©vez;https://github.com/daniestevez/jupyter_notebooks;['Base Notebook', 'CPU'];2020-11-25 11:36:00;2020-11-25 11:36:00
krishnamrith12/NotebooksNLP;https://cloud.blobcity.com/#/ps/view-cloudbook/4acec8c7-629e-436a-a19f-caf7626bf59e/base/CPU?name=krishnamrith12%2FNotebooksNLP;Interactive scribe for NLP Course, IIT Kharagpur;https://github.com/krishnamrith12/NotebooksNLP;['Base Notebook', 'CPU'];2020-11-25 10:19:00;2020-11-25 10:19:00
aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples;https://cloud.blobcity.com/#/ps/view-cloudbook/ccb0844e-f40c-4690-8953-881cbafcdb7e/base/CPU?name=aws-samples%2Famazon-sagemaker-notebook-instance-lifecycle-config-samples;A collection of sample scripts to customize Amazon SageMaker Notebook Instances using Lifecycle Configurations;https://github.com/aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples;['Base Notebook', 'CPU'];2020-11-25 10:21:00;2020-11-25 10:21:00
d2l-ai/1day-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/4a14d859-fb88-418f-80af-ef301e188d47/base/CPU?name=d2l-ai%2F1day-notebooks;;https://github.com/d2l-ai/1day-notebooks;['Base Notebook', 'CPU'];2020-11-25 11:17:00;2020-11-25 11:17:00
Exely/CSAPP-Labs;https://cloud.blobcity.com/#/ps/view-cloudbook/1e6a4472-0d3b-4f90-ab27-2acb5a0657ce/base/CPU?name=Exely%2FCSAPP-Labs;Solutions and Notes for Labs of Computer Systems: A Programmer's Perspective 3rd Editon // Ã£ÂÂÃ¦Â·Â±Ã¥ÂÂ¥Ã§ÂÂÃ¨Â§Â£Ã¨Â®Â¡Ã§Â®ÂÃ¦ÂÂºÃ§Â³Â»Ã§Â»ÂÃ£ÂÂÃ§Â¬Â¬Ã¤Â¸ÂÃ§ÂÂÃ§ÂÂÃ¥Â®ÂÃ©ÂªÂÃ¦ÂÂÃ¤Â»Â¶Ã£ÂÂÃ¨Â§Â£Ã§Â­ÂÃ¤Â¸ÂÃ§Â¬ÂÃ¨Â®Â°;https://github.com/Exely/CSAPP-Labs;['Base Notebook', 'CPU'];2020-11-25 09:46:00;2020-11-25 09:46:00
ShixiangWang/Handbook_of_biostatistic_R;https://cloud.blobcity.com/#/ps/view-cloudbook/cdc52ec8-cf77-4d99-b82a-e21819c521ff/base/CPU?name=ShixiangWang%2FHandbook_of_biostatistic_R;:green_book:handbook of biostatistic and R;https://github.com/ShixiangWang/Handbook_of_biostatistic_R;['Base Notebook', 'CPU'];2020-11-25 11:55:00;2020-11-25 11:55:00
z1ming/LeetCode-Notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/825e4fe9-1b02-4fdf-9907-f48b782b99ed/base/CPU?name=z1ming%2FLeetCode-Notebook;https://leetcode-cn.com/u/ml-zimingmeng/;https://github.com/z1ming/LeetCode-Notebook;['Base Notebook', 'CPU'];2020-11-25 11:40:00;2020-11-25 11:40:00
saundersg/Statistics-Notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/3e7ea397-c14c-47b0-8f46-f7eca5477fcb/base/CPU?name=saundersg%2FStatistics-Notebook;This began as the textbook for Intermediate Statistics (Math 325) at BYU-Idaho. It aims to become a personal notebook for performing and interpreting statistical analyses in R. Contributions and ideas for improvement are welcome.;https://github.com/saundersg/Statistics-Notebook;['Base Notebook', 'CPU'];2020-11-25 11:27:00;2020-11-25 11:27:00
coderefinery/jupyter;https://cloud.blobcity.com/#/ps/view-cloudbook/80a2fee3-b3ca-4d4e-8444-3a9bb99286c1/base/CPU?name=coderefinery%2Fjupyter;Course material on Jupyter Notebooks and JupyterLab.;https://github.com/coderefinery/jupyter;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
learn-co-students/jupyter-notebook-introduction-data-science-intro-000;https://cloud.blobcity.com/#/ps/view-cloudbook/f2233ef8-cbf8-4e8f-841e-7e40ce8a69b1/base/CPU?name=learn-co-students%2Fjupyter-notebook-introduction-data-science-intro-000;;https://github.com/learn-co-students/jupyter-notebook-introduction-data-science-intro-000;['Base Notebook', 'CPU'];2020-11-24 09:02:00;2020-11-24 09:02:00
samuelleach/python-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/d16e8ff3-d7f6-4ed7-8b61-74cb06a00fa7/base/CPU?name=samuelleach%2Fpython-notebooks;Python notebooks for demonstrating various ideas, APIs, libraries.;https://github.com/samuelleach/python-notebooks;['Base Notebook', 'CPU'];2020-11-25 12:00:00;2020-11-25 12:00:00
INSAlgo/ICPC-Notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/c0920ce1-35c6-4672-8c36-7a7233336c38/base/CPU?name=INSAlgo%2FICPC-Notebook;Notebook for INSA Lyon teams at ACM ICPC 2017. Ideas and sources are mainly from Razvan Stancioiu and the Stanford University ACM team.;https://github.com/INSAlgo/ICPC-Notebook;['Base Notebook', 'CPU'];2020-11-25 12:03:00;2020-11-25 12:03:00
daliansky/XiaoMi-Pro-Hackintosh;https://cloud.blobcity.com/#/ps/view-cloudbook/f182bdee-4d8b-4f76-9891-8bc00d5b3e89/base/CPU?name=daliansky%2FXiaoMi-Pro-Hackintosh;macOS Big Sur & Catalina & Mojave & High Sierra on XiaoMi NoteBook Pro 2017 & 2018;https://github.com/daliansky/XiaoMi-Pro-Hackintosh;['Base Notebook', 'CPU'];2020-11-25 11:05:00;2020-11-25 11:05:00
espnet/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/ad748f04-1baa-453f-bd19-66cc923c40af/base/CPU?name=espnet%2Fnotebook;;https://github.com/espnet/notebook;['Base Notebook', 'CPU'];2020-11-25 11:27:00;2020-11-25 11:27:00
giswqs/earthengine-py-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/301df9a5-9f08-47e1-bc2f-501c0ddb4d19/base/CPU?name=giswqs%2Fearthengine-py-notebooks;;https://github.com/giswqs/earthengine-py-notebooks;['Base Notebook', 'CPU'];2020-11-24 09:02:00;2020-11-24 09:02:00
mikemull/Notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/9c52f0b2-b641-492b-8aba-7582b6aa73e6/base/CPU?name=mikemull%2FNotebooks;Ipython notebooks on various topics;https://github.com/mikemull/Notebooks;['Base Notebook', 'CPU'];2020-11-25 10:15:00;2020-11-25 10:15:00
iRuxu/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/6e2752b7-e082-4d71-b1e1-9c10e22cdab2/base/CPU?name=iRuxu%2Fnotebook;Index of API , study notes.;https://github.com/iRuxu/notebook;['Base Notebook', 'CPU'];2020-11-25 10:10:00;2020-11-25 10:10:00
zhenyong/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/7c465dba-5f67-483a-8869-fe6bf8cae9c2/base/CPU?name=zhenyong%2Fnotebook;n~o~t~e~b~o~o~k;https://github.com/zhenyong/notebook;['Base Notebook', 'CPU'];2020-11-25 10:10:00;2020-11-25 10:10:00
unpingco/Python-for-Probability-Statistics-and-Machine-Learning;https://cloud.blobcity.com/#/ps/view-cloudbook/7b15f52a-5875-4d32-9370-4772d043230c/base/CPU?name=unpingco%2FPython-for-Probability-Statistics-and-Machine-Learning;"Jupyter Notebooks for Springer book ""Python for Probability, Statistics, and Machine Learning""";https://github.com/unpingco/Python-for-Probability-Statistics-and-Machine-Learning;['Base Notebook', 'CPU'];2020-11-25 11:29:00;2020-11-25 11:29:00
pnavaro/python-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/01884a26-51f9-410b-b793-dd190d2a66cd/base/CPU?name=pnavaro%2Fpython-notebooks;Scientific Computing with Python for beginners.;https://github.com/pnavaro/python-notebooks;['Base Notebook', 'CPU'];2020-11-25 11:40:00;2020-11-25 11:40:00
silentred/learning-path;https://cloud.blobcity.com/#/ps/view-cloudbook/18373050-6d3f-4ec5-ae4d-5139c5b91ff2/base/CPU?name=silentred%2Flearning-path;notebook;https://github.com/silentred/learning-path;['Base Notebook', 'CPU'];2020-11-25 12:06:00;2020-11-25 12:06:00
maximsch2/SublimeIPythonNotebook;https://cloud.blobcity.com/#/ps/view-cloudbook/6299d056-f288-42d8-a6b1-2f77c7ae2f2e/base/CPU?name=maximsch2%2FSublimeIPythonNotebook;IPython Notebook plugin for Sublime Text 3/2;https://github.com/maximsch2/SublimeIPythonNotebook;['Base Notebook', 'CPU'];2020-11-25 11:38:00;2020-11-25 11:38:00
bobthecat/codebox;https://cloud.blobcity.com/#/ps/view-cloudbook/a90f8f20-fa58-4f6b-babf-58a52750cbc3/base/CPU?name=bobthecat%2Fcodebox;notebook for code snippet;https://github.com/bobthecat/codebox;['Base Notebook', 'CPU'];2020-11-25 12:03:00;2020-11-25 12:03:00
brianwarehime/threatnote;https://cloud.blobcity.com/#/ps/view-cloudbook/ab994d93-50c2-4731-a013-68f339f11ed8/base/CPU?name=brianwarehime%2Fthreatnote;threatnote.io | Cyber Threat Intelligence Notebook;https://github.com/brianwarehime/threatnote;['Base Notebook', 'CPU'];2020-11-25 12:02:00;2020-11-25 12:02:00
rasbt/algorithms_in_ipython_notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/46a90f98-128a-4328-8bef-1fe2fefb20c1/base/CPU?name=rasbt%2Falgorithms_in_ipython_notebooks;A repository with IPython notebooks of algorithms implemented in Python.;https://github.com/rasbt/algorithms_in_ipython_notebooks;['Base Notebook', 'CPU'];2020-11-25 09:41:00;2020-11-25 09:41:00
cokepluscarbon/Java;https://cloud.blobcity.com/#/ps/view-cloudbook/6aca5f7d-13b8-4879-b728-5111affa10da/base/CPU?name=cokepluscarbon%2FJava;Java Notebook;https://github.com/cokepluscarbon/Java;['Base Notebook', 'CPU'];2020-11-25 11:22:00;2020-11-25 11:22:00
flexxui/flexx-notebooks;https://cloud.blobcity.com/#/ps/view-cloudbook/3f53979c-33d3-4f8f-a5a4-7ae5ec556650/base/CPU?name=flexxui%2Fflexx-notebooks;Jupyter notebooks with Flexx examples.;https://github.com/flexxui/flexx-notebooks;['Base Notebook', 'CPU'];2020-11-25 11:24:00;2020-11-25 11:24:00
jupyterhub/jupyterhub;https://cloud.blobcity.com/#/ps/view-cloudbook/7160ae9a-5647-43aa-9b77-c3d634b1269e/base/CPU?name=jupyterhub%2Fjupyterhub;;https://github.com/jupyterhub/jupyterhub;['Base Notebook', 'CPU'];2020-11-24 09:02:00;2020-11-24 09:02:00
rsignell-usgs/notebook;https://cloud.blobcity.com/#/ps/view-cloudbook/fc253e3e-f125-4ae3-b687-ea9475a70878/base/CPU?name=rsignell-usgs%2Fnotebook;A collection of Jupyter notebooks;https://github.com/rsignell-usgs/notebook;['Base Notebook', 'CPU'];2020-11-25 11:17:00;2020-11-25 11:17:00
nbgallery/nbgallery;https://cloud.blobcity.com/#/ps/view-cloudbook/688ae76a-930a-415c-99d2-09b4e94b9b4c/base/CPU?name=nbgallery%2Fnbgallery;Enterprise Jupyter notebook sharing and collaboration app;https://github.com/nbgallery/nbgallery;['Base Notebook', 'CPU'];2020-11-25 11:51:00;2020-11-25 11:51:00
