date;description;license;link;ml_detected;ml_libs;ml_slugs;ml_terms;reference;score_views;score_votes;scraped_at;sources;tags;title;type;views;votes;score_private;score_public
2018-12-23 20:45:40;This kernel focuses on the cryptanalysis of the ciphers.  It contains a full manual cryptanalysis of cipher #1 before we move on to an automated one (cipher1_map.csv). It contains also the results of a full cryptanalysis of cipher #2 (cipher2_map.csv)  The sole purpose of the manual cryptanalysis illustrated on cipher #1 are:  To give an idea of what's doable manually on cipher #1 (spoiler alert: a lot) To demonstrate how tedious and time-consuming this manual analysis can be To illustrate the needs and requirements for automated cryptanalysis tools  (spoiler alert: fuzzywuzzy)  There is already a very nice automated kernel that has been published: https://www.kaggle.com/rturley/a-first-crack-tools-and-first-cipher-solution Here is the cryptanalysis plan we will follow:  Take advantage of the existing knowledge on the issue at hand, here we know that: The plaintexts corresponding to our ciphertexts are part of the 20 newsgroups dataset The cipher #1 is a substitution cipher: it is a simple table wich maps a plaintext character to a ciphertext character     Analyze the most frequent characters in the ciphertexts and compare them to the plaintexts ones.  Our hope is to be able to match a few usual suspects that pop out statistically in English like e or t.  And more importantly to identify words separators (the space or newline characters) which would allow us to move on to the next step   Analyze the most frequent words in the ciphertexts and compare them to the plaintexts ones. If we have partially decoded words that we can recognize then we can increase of knowledge of the cipher map   Complete the cryptanalysis by specifically looking for less frequent characters and matching plaintexts and ciphertexts pairs  In short: Characters > Words > Messages;Apache 2.0;https://www.kaggle.com/leflal/cipher-1-cipher-2-full-solutions;1.0;['pattern', 'caffe', 'sklearn'];['ner', 'ai', 'nlu', 'dl', 'gan', 'cv', 'rl', 'ml', 'nn', 'ann'];['filter', 'test data', 'train', 'model', 'understanding', 'epoch', 'layer', 'label', 'predict', 'rank', 'recommend', 'relu'];https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge;0.672;0.327;2020-12-12 16:01:56;multiple data sources;[];Cipher #1 & Cipher #2 Full Solutions;Python notebook;1685.0;13;;
2019-01-02 11:47:54;"Cipher #3 SolutionTo help kagglers move forward on the cryptanalysis of cipher #3, this kernel wishes to provide material for a known-plaintext attack (KPA) as suggested by EtienneW (https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge/discussion/75407), that is to say matching cipher&plaintext (aka cribs) pairs. We provide the matched cipher&plaintext pairs in output of this kernel in a pickle (df_crib.pkl) And for those who's rather take the elevator than climbing the stairs, this kernel also provides the decryption of cipher #3 train & test sets in pickles (train_3.pkl & test_3.pkl). If you find this material & hints useful, please upvote. Spoiler hint if you are in a hurry: focus only on the alphabetic characters once cipher #2 has been applied to the matching plaintext of a cipher # text (see section 3.1) This kernels proceeds as follows:  It loads and pre-processes all the data for the task at hand: The plain-text set from scikit-learn The competition's train & test set from kaggle The cipher #2 map from another kernel (https://www.kaggle.com/leflal/cipher-1-cipher-2-full-solutions)   It provides several angles to ""understand"" cipher #3: Matching ciphertexts and plaintexts which begin with ""From:"" Matching frequent words across ciphertexts (Subject:, Organization, Lines:) Matching ciphertexts and plaintexts by length of words sequence   It provides the decryption of cipher #3 train & test sets  Hopefully this will help you move past the brick wall. See you on cipher #4 and all the best for 2019.";Apache 2.0;https://www.kaggle.com/leflal/cipher-3-solution;1.0;['sklearn'];['ner', 'ai', 'gan', 'cv', 'rl', 'nn', 'ml'];['train', 'filter'];https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge;0.629;0.311;2020-12-12 16:01:56;multiple data sources;[];Cipher#3 Solution;Python notebook;738.0;11;;
2018-12-18 08:11:27;Let us see if we can break simple ciphers with repeated appearing words and phrase! (SPOILER: cipher 1 is quite easy);Apache 2.0;https://www.kaggle.com/mithrillion/enigma-was-gimped-by-weather-reports;1.0;['pattern', 'sklearn', 'nltk'];['ner', 'ai', 'gan', 'cv', 'rl', 'nn'];['train', 'model', 'neuron'];https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge;0.629;0.319;2020-12-12 16:01:56;20 Newsgroups Ciphertext Challenge;[];Enigma was Gimped by Weather Reports...;Python notebook;739.0;12;;
2019-01-16 08:08:25;"A First Crack: Tools, Tips & 3 Cipher SolutionsTo get started on this Kaggle competition, we will need some tools for cracking simple ciphers. This kernel explores the data, creates some helpful functionality for all ciphers, and applies them to cracking the first three ciphers.  Loading the Source Data (Important!) Utility Functions Characteristics of Plaintext Data Length of the newsgroup documents (before being split into 300 char strings) Distribution of ASCII characters in plaintext Dictionary of most common words in the plaintext source   Cracking Cipher#1 Matching the observed character frequencies Optimizing the decryption with word frequency similarity (or ngrams) Finding actual plaintext in the source and fine-tuning   Cracking Cipher #2 Cracking Cipher #3 Make Predictions  In working on this, many thanks is due to:  Practical Cryptography for a summary of classic ciphers The scikit-learn tutorial for text data using the same ""20 Newgroups"" dataset   Hope you found this public kernel to be helpful!";Apache 2.0;https://www.kaggle.com/rturley/a-first-crack-tools-tips-3-cipher-solutions;1.0;['pattern', 'vocabulary', 'sklearn'];['ner', 'ai', 'gan', 'rl', 'ml', 'nn', 'ann'];['training data', 'test data', 'train', 'fitting', 'label', 'predict', 'understanding'];https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge;0.709;0.458;2020-12-12 16:01:56;20 Newsgroups Ciphertext Challenge;['data visualization, exploratory data analysis, puzzles'];A First Crack: Tools, Tips & 3 Cipher Solutions;Python notebook;3790.0;58;0.79648;0.79648
2018-12-17 12:20:53;This a fork of @opanichev 's great kernel: https://www.kaggle.com/opanichev/lightgbm-and-simple-features. Instead of using difficulty as a feature, we'll train a model for each of them.;Apache 2.0;https://www.kaggle.com/suicaokhoailang/one-model-for-each-difficulty-0-3691-lb;1.0;['pattern', 'lightgbm', 'sklearn'];['ai', 'rl', 'ml', 'gbm'];['predict', 'train', 'model', 'label', 'loss'];https://www.kaggle.com/c/20-newsgroups-ciphertext-challenge;0.675;0.357;2020-12-12 16:01:56;20 Newsgroups Ciphertext Challenge;['gpu'];One model for each difficulty.;Python notebook;1784.0;18;0.36914;0.36914
2019-10-29 16:27:40;Please check out Guido's excellent kernel here. In this kernel i show how to perform inference on test set using the trained model. I just added RaDAM optimzer and got some better score. You can find the BEV of the test set here. Updates: Corrected yaw calculation Used category height information;Apache 2.0;https://www.kaggle.com/asimandia/lyft3d-inference-kernel;1.0;['pytorch'];['ner', 'ai', 'dl', 'cv', 'rl', 'nn', 'ann'];['image segmentation', 'activation function', 'filter', 'test data', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'recommend', 'u-net', 'convolutional neural network'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.692;0.423;2020-12-12 16:08:03;multiple data sources;['gpu'];lyft3d inference kernel;Python notebook;2595.0;38;0.040;0.040
2019-11-11 08:54:38;Level 5 Kaggle Reference ModelAuthor: Guido Zuidhof - gzuidhof@lyft.com  In this Kernel we provide a (near) end-to-end example solution for the Lyft Level 5 Kaggle competition. We train a U-Net fully convolutional neural network to predict whether a car or other object is present for every pixel in a birds eye view of the world centered on the car. We can then threshold this probability map and fit boxes around each of the detections. You can expect to train the model in a couple of hours on a modern GPU, with inference times under 30ms per image. OutlineA. Creating an index and splitting into train and validation scenes Loading the dataset Creating a dataframe with one scene per row. Splitting all data into a train and validation set by car  B. Creating input and targets We produce top-down images and targets Running this on all of the data in parallel  C. Training a network to segment objects Defining datasets / dataloaders Defining the network architecture (U-net) Training the model  D. Inference and postprocessing Predicting our validation set. Thresholding the probability map. Performing a morphological closing operation to filter out tiny objects (presuming they are false positives) Loading the ground truth backprojecting our predicted boxes into world space  E. Visualizing the results (not included in this kernel)x. Creating top down visualizations of the ground truth and predictions using the nuScenes SDK. x. (Optional) Creating a GIF of a scene. F. Evaluationx. Computing mAP.;Apache 2.0;https://www.kaggle.com/asimandia/reference-model;1.0;['pytorch', 'opencv-python', 'pillow'];['ner', 'ai', 'dl', 'cv', 'rl', 'ml', 'nn', 'ann'];['image segmentation', 'activation function', 'filter', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'rank', 'relu', 'u-net', 'convolutional neural network', 'ground truth'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.652;0.362;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;['gpu'];Reference Model;Python notebook;1136.0;19;;
2019-09-15 02:43:59;YOLOv3 Keras API Image Object DetectionIn this notebook I want to implement simple object detection with Keras of some JPEG images in our training set. I use a pretrained (MSCOCO dataset) YOLOv3 model. This kernel is mainly based on https://machinelearningmastery.com/how-to-perform-object-detection-with-yolov3-in-keras and adapted for Lyft 3D Object Detection for Autonomous Driving challenge. I highly advise you to read to throught the blog for deeper understanding, and giving the original blogger the props. Please note that the model hasn't been fine tuned, or trained myself. The following implementation should serve the purpose of facilitating to get started with the current challenge. I don't know how relevant object detection with images is, in a 3D object detection challenge, as the LiDAR data is not regarded. If this Kernel helped you in any way, give it an upvote (such that I can increasy my online self-esteem...)$;Apache 2.0;https://www.kaggle.com/fanconic/yolov3-keras-image-object-detection;1.0;['tensorflow', 'keras'];['ner', 'ai', 'nn', 'rl'];['filter', 'object detection', 'train', 'recognition', 'model', 'neural network', 'layer', 'label', 'predict', 'relu', 'understanding'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.739;0.375;2020-12-12 16:08:03;multiple data sources;[];YOLOv3 Keras - Image Object Detection;Python notebook;7714.0;22;;
2019-09-17 02:27:48;Level 5 Kaggle Reference ModelAuthor: Guido Zuidhof - gzuidhof@lyft.com  In this Kernel we provide a (near) end-to-end example solution for the Lyft Level 5 Kaggle competition. We train a U-Net fully convolutional neural network to predict whether a car or other object is present for every pixel in a birds eye view of the world centered on the car. We can then threshold this probability map and fit boxes around each of the detections. You can expect to train the model in a couple of hours on a modern GPU, with inference times under 30ms per image. OutlineA. Creating an index and splitting into train and validation scenes Loading the dataset Creating a dataframe with one scene per row. Splitting all data into a train and validation set by car  B. Creating input and targets We produce top-down images and targets Running this on all of the data in parallel  C. Training a network to segment objects Defining datasets / dataloaders Defining the network architecture (U-net) Training the model  D. Inference and postprocessing Predicting our validation set. Thresholding the probability map. Performing a morphological closing operation to filter out tiny objects (presuming they are false positives) Loading the ground truth backprojecting our predicted boxes into world space  E. Visualizing the results (not included in this kernel)x. Creating top down visualizations of the ground truth and predictions using the nuScenes SDK. x. (Optional) Creating a GIF of a scene. F. Evaluationx. Computing mAP.;Apache 2.0;https://www.kaggle.com/gzuidhof/reference-model;1.0;['pytorch', 'opencv-python', 'pillow'];['ner', 'ai', 'dl', 'cv', 'rl', 'ml', 'nn', 'ann'];['image segmentation', 'activation function', 'filter', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'u-net', 'convolutional neural network', 'ground truth'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.758;0.527;2020-12-12 16:08:01;Lyft 3D Object Detection for Autonomous Vehicles;['gpu'];Reference Model;Python notebook;12864.0;147;;
2019-09-13 10:43:37;Lyft 3D Object Detection for Autonomous Vehicles   Self-driving technology presents a rare opportunity to improve the quality of life in many of our communities. Avoidable collisions, single-occupant commuters, and vehicle emissions are choking cities, while infrastructure strains under rapid urban growth. Autonomous vehicles are expected to redefine transportation and unlock a myriad of societal, environmental, and economic benefits. You can apply your data analysis skills in this competition to advance the state of self-driving technology.  This dataset aims to democratize access to such data, and foster innovation in higher-level autonomy functions for everyone, everywhere. By conducting a competition, we hope to encourage the research community to focus on hard problems in this space—namely, 3D object detection over semantic maps. In this competition, you will build and optimize algorithms based on a large-scale dataset. This dataset features the raw sensor camera inputs as perceived by a fleet of multiple, high-end, autonomous vehicles in a restricted geographic area. References Lyft: Quick EDA and creating useful files by @xhlulu Official Devkit for the public 2019 Lyft Level 5 AV Dataset by @iglovikov;Apache 2.0;https://www.kaggle.com/jesucristo/starter-devkit-lyft3d;1.0;['opencv-python', 'pillow'];['ner', 'ai', 'cv', 'rl', 'ml', 'nn', 'ann'];['train', 'loss', 'object detection', 'predict'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.718;0.479;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;['exploratory data analysis, image data, automobiles and vehicles'];Starter Devkit Lyft3D;Python notebook;4589.0;76;;
2019-10-02 02:00:44;Please check out Guido's excellent kernel here. In this kernel i show how to perform inference on test set using the trained model. You can find the BEV of the test set here. Updates: Corrected yaw calculation Used category height information;Apache 2.0;https://www.kaggle.com/meaninglesslives/lyft3d-inference-kernel;1.0;['pytorch'];['ner', 'ai', 'dl', 'cv', 'rl', 'nn', 'ann'];['image segmentation', 'activation function', 'filter', 'test data', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'recommend', 'u-net', 'convolutional neural network'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.743;0.5;2020-12-12 16:08:01;multiple data sources;['gpu'];lyft3d inference kernel;Python notebook;8611.0;101;0.035;0.034
2019-11-01 14:45:17;Updates 1 I have added code that does model prediction visualization by putting it in camera frame. I found this to be more intuitive than visualizing it in lidar frame. I hope you find it useful.  If you check out the reference model in lyft devkit, you will find that they are using map masks for training UNET. The map masks are first extracted around the corresponding ego region and used as 3 additional channels. This seems to be give some improvement in lb score. In this notebook i do inference using such a trained trained model. I have extracted the ego centered maps and made a train and test dataset. You can find it here. It takes a long time to compute on test set, so i am sharing it here :-D Updates 2I have added code that shows how you can easily ensemble your models. Here, I use same models at different epochs of training. Even such a simple approach gives a slight boost. To get a bigger boost, you can try training models with different architectures. Good Luck !;Apache 2.0;https://www.kaggle.com/meaninglesslives/lyft3d-inference-prediction-visualization;1.0;['pytorch'];['ner', 'ai', 'dl', 'cv', 'rl', 'ml', 'nn', 'ann'];['image segmentation', 'activation function', 'filter', 'test data', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'u-net', 'convolutional neural network'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.743;0.494;2020-12-12 16:08:01;multiple data sources;['gpu'];lyft3d inference + Prediction Visualization;Python notebook;8664.0;93;0.044;0.044
2020-02-22 09:16:39;Table of Contents Introduction Download some useful packages Import packages Load json files from dataset Data example Define generator Define metrics Define loss function Configure parameters Create train and validation generators Create callbacks Load pre-trained model Train 3D U-Net model Visualize some results of validation set Conclusion;Apache 2.0;https://www.kaggle.com/phunghieu/getting-started-with-3d-semantic-segmentation;1.0;['tensorflow', 'skimage', 'keras'];['ner', 'ai', 'dl', 'rl', 'nn', 'ann'];['filter', 'training data', 'train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'u-net'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.708;0.425;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;['gpu, deep learning, neural networks, +1 moreautomobiles and vehicles'];Getting started with 3D Semantic Segmentation;Python notebook;3657.0;39;;
2019-09-14 22:11:39;This code shows how to get points from .bin files in Dataset to train your own neural network.;Apache 2.0;https://www.kaggle.com/stalkermustang/getting-data-for-nn-dataset;1.0;['pytorch'];['ai', 'nn', 'ann', 'cv'];['train', 'label', 'filter', 'neural network'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.663;0.403;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;[];Getting data for NN dataset;Python notebook;1412.0;30;;
