date;description;license;link;ml_detected;ml_libs;ml_slugs;ml_terms;reference;score_views;score_votes;scraped_at;sources;tags;title;type;views;votes;score_private;score_public
2019-09-30 12:08:25;Let's understand the datasetGiven files train_data.zip and test_data.zip - contains JSON files with multiple tables. The most important is sample_data.json, which contains the primary identifiers used in the competition, as well as links to key image / lidar information.  train_images.zip and test_images.zip - contains .jpeg files corresponding to samples in sample_data.json  train_lidar.zip and test_lidar.zip - contains .bin files corresponding to samples in sample_data.json train_maps.zip and test_maps.zip - contains maps of the entire sample area. train.csv - contains all sample_tokens in the train set, as well as annotations in the required format for all train set objects. sample_submission.csv - contains all sample_tokens in the test set, with empty predictions.;Apache 2.0;https://www.kaggle.com/rishabhiitbhu/eda-understanding-the-dataset-with-3d-plots;0.5;[];['ner', 'ai', 'cv', 'rl', 'ml', 'nn', 'ann'];['filter', 'train', 'label', 'predict', 'ground truth'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.75;0.514;2020-12-12 16:08:01;multiple data sources;['beginner, data visualization, exploratory data analysis'];EDA: understanding the dataset with 3D plots;Python notebook;10203.0;122;;
2019-10-16 18:48:33;Visualizing the predictions;Apache 2.0;https://www.kaggle.com/rishabhiitbhu/visualizing-predictions;1.0;['opencv-python', 'pillow'];['ner', 'ai', 'cv', 'nn', 'ml'];['train', 'label', 'ground truth', 'predict'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.652;0.375;2020-12-12 16:08:03;multiple data sources;[];Visualizing predictions;Python notebook;1144.0;22;;
2019-10-10 23:52:30;In this kernel we convert LEVEL5 Lyft data (NuScenes format) to KITTI format, which is usually used in public repositories. After this you can search for repos, that solve KITTI 3d-detection task.;Apache 2.0;https://www.kaggle.com/stalkermustang/converting-lyft-dataset-to-kitty-format;0.5;[];['ai', 'nn', 'ann'];['train', 'predict'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.718;0.465;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;[];Converting LYFT dataset to KITTY-format;Python notebook;4664.0;64;;
2019-09-15 16:45:27;Introduction;Apache 2.0;https://www.kaggle.com/tarunpaparaju/lyft-competition-understanding-the-data;1.0;['sklearn', 'opencv-python', 'pillow'];['ner', 'ai', 'cv', 'rl', 'ml', 'nn', 'ann'];['filter', 'training data', 'object detection', 'train', 'model', 'label', 'recommend', 'classification'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.794;0.626;2020-12-12 16:07:59;Lyft 3D Object Detection for Autonomous Vehicles;['data visualization, exploratory data analysis, image data'];Lyft Competition : Understanding the data;Python notebook;38016.0;705;;
2019-09-21 08:11:54;"About this kernelThis kernel takes a look at the dataset for the Lyft competition, with some visual exploration (display images, animations, etc.). I also convert some of the JSON files into CSV, so feel free to use this kernel output as supplementary data. UpdatesV3: Added Animations! Please go to the ""Animating the images"" section at the end! References Starter Devkit Lyft3D: https://www.kaggle.com/jesucristo/starter-devkit-lyft3d Devkit for the public 2019 Lyft Level 5 AV Dataset: https://github.com/lyft/nuscenes-devkit";Apache 2.0;https://www.kaggle.com/xhlulu/lyft-eda-animations-generating-csvs;0.5;[];['ner', 'ai', 'cv', 'ml', 'nn', 'ann'];['train', 'training data', 'predict'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.724;0.487;2020-12-12 16:08:01;Lyft 3D Object Detection for Autonomous Vehicles;['beginner, data visualization, exploratory data analysis, +1 moredata cleaning'];Lyft: EDA, Animations, generating CSVs;Python notebook;5289.0;85;;
2020-08-22 14:10:44;;Apache 2.0;https://www.kaggle.com/zikazika/what-is-object-detection-yolo;1.0;['pattern'];['ner', 'ai', 'cnn', 'cv', 'rl', 'nn', 'ann'];['r-cnn', 'image classification', 'object detection', 'linear regression', 'regression', 'train', 'model', 'neural network', 'deep learning', 'layer', 'vgg', 'alexnet', 'label', 'predict', 'computer vision', 'understanding', 'classification', 'convolutional neural network'];https://www.kaggle.com/c/3d-object-detection-for-autonomous-vehicles;0.695;0.485;2020-12-12 16:08:03;Lyft 3D Object Detection for Autonomous Vehicles;[];What is object detection? (YOLO);Python notebook;2769.0;82;;
2020-02-14 19:40:43;forked from: https://www.kaggle.com/t88take/check-the-purpose Version 1:  Added gridlines For each task, showing all the train pairs instead of only the first one Showing evaluation set also  Version 2: added task index and filename (for easy lookup);Apache 2.0;https://www.kaggle.com/boliu0/visualizing-all-task-pairs-with-gridlines;0.5;[];['ai', 'dl'];['train', 'label'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.778;0.579;2020-12-12 16:09:11;Abstraction and Reasoning Challenge;[];visualizing all task pairs with gridlines;Python notebook;22494.0;317;;
2020-05-28 04:17:21;;Apache 2.0;https://www.kaggle.com/golubev/7-solved-tasks-via-trees;1.0;['skimage', 'sklearn'];['dl', 'ner', 'ai', 'nn'];['train', 'model', 'label', 'predict', 'rank'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.668;0.418;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];7 solved tasks via Trees;Python notebook;1551.0;36;;
2020-02-13 18:50:11;You thought that https://www.kaggle.com/t88take/check-the-purpose notebook is big? (btw thanks @t88take - this is a fork of their notebook). Now this is even bigger, we plot all train examples, not just the first one, because some puzzles are ambiguous without extra examples.;Apache 2.0;https://www.kaggle.com/lopuhin/check-all-train-and-test-examples;0.5;[];['ai'];['train'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.713;0.446;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];Check all train and test examples;Python notebook;4075.0;50;;
2020-02-14 12:42:00;ref. https://www.kaggle.com/c/abstraction-and-reasoning-challenge/discussion/130360;Apache 2.0;https://www.kaggle.com/nagiss/manual-coding-for-the-first-10-tasks;1.0;['pattern'];['ai'];['train'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.755;0.54;2020-12-12 16:09:11;Abstraction and Reasoning Challenge;['exploratory data analysis'];Manual Coding for the First 10 Tasks;Python notebook;11709.0;177;;
2020-04-02 22:22:21;The Idea:Look at training examples, where the size of the input is the same as the size of the output, and the new color of the pixel at coordinate i,j can depend on the old color and i mod Q1 and j mod Q2, where Q1 and Q2 are some small integers.;Apache 2.0;https://www.kaggle.com/szabo7zoltan/colorandcountingmoduloq;0.5;[];['ner', 'ai'];['train'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.697;0.468;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];ColorAndCountingModuloQ;Python notebook;2895.0;66;0.990;0.990
2020-02-13 16:57:05;;Apache 2.0;https://www.kaggle.com/t88take/check-the-purpose;0.5;[];['ai'];['train'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.718;0.485;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];check the purpose;Python notebook;4654.0;82;;
2020-02-26 07:07:02;Introduction;Apache 2.0;https://www.kaggle.com/tarunpaparaju/arc-competition-eda-pytorch-cnn;1.0;['pytorch', 'tensorflow', 'keras', 'pattern'];['ner', 'ai', 'dl', 'cnn', 'cv', 'rl', 'nn', 'ml'];['machine learning', 'training data', 'train', 'model', 'epoch', 'loss', 'label', 'predict', 'relu', 'propagation'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.763;0.564;2020-12-12 16:09:11;Abstraction and Reasoning Challenge;['data visualization, exploratory data analysis, deep learning, +2 morecnn, artificial intelligence'];ARC Competition : EDA + PyTorch CNN 💥 ;Python notebook;14865.0;254;;
2020-02-29 20:48:12;arseny-n showed us that Cellular Automata can be used as a language for solving ARC challenges, and provided us with a few example solutions. In this notebook we'll explore how we can use neural networks to create cellular automata. We'll start with Conway's Game of Life, and then move on to see if we can replicate his results using learned cellular automata. (See part II).;Apache 2.0;https://www.kaggle.com/teddykoker/training-cellular-automata-part-i-game-of-life;0.5;[];['ai', 'dl', 'ml', 'nn', 'ann'];['train', 'model', 'neural network', 'epoch', 'layer', 'loss', 'relu'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.696;0.435;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];Training Cellular Automata Part I: Game of Life;Python notebook;2797.0;44;;
2020-03-01 17:48:17;In my previous notebook we explored how we could use a CNN to create a cellular automata (CA) by recurrently passing the state of the grid through itself. Now we'll solve one of the tasks arseny-n solved with a hard coded CA by learning the CA instead!;Apache 2.0;https://www.kaggle.com/teddykoker/training-cellular-automata-part-ii-learning-tasks;0.5;[];['ner', 'ai', 'dl', 'cnn', 'nn', 'ml'];['train', 'model', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.736;0.519;2020-12-12 16:09:11;Abstraction and Reasoning Challenge;['gpu'];Training Cellular Automata Part II: Learning Tasks;Python notebook;7264.0;130;;
2020-04-21 15:00:33;Intro;Apache 2.0;https://www.kaggle.com/zaharch/arc-c-approach;0.5;[];['ner', 'ai', 'dl', 'rl', 'nn'];['train', 'model'];https://www.kaggle.com/c/abstraction-and-reasoning-challenge;0.674;0.439;2020-12-12 16:09:12;Abstraction and Reasoning Challenge;[];ARC C++ approach;Python notebook;1743.0;46;0.990;0.990
2020-03-17 22:21:58;;Apache 2.0;https://www.kaggle.com/sainiknitin/nitin-saini-walking-through-customer-transaction;1.0;['pattern', 'sklearn'];['ai', 'rl', 'cv', 'nn', 'ann'];['filter', 'training data', 'regression', 'test data', 'train', 'model', 'label', 'logistic regression', 'gradient boosting', 'predict', 'classification'];https://www.kaggle.com/c/acquire-valued-shoppers-challenge;0.667;0.0;2020-12-12 16:09:18;Acquire Valued Shoppers Challenge;[];kernel21fd4a7c59;Python notebook;1531.0;0;;
2019-03-09 01:47:07;;Apache 2.0;https://www.kaggle.com/ateplyuk/keras-transfer-densenet121;1.0;['tensorflow', 'keras'];['ai', 'nn', 'cv'];['predict', 'train', 'model', 'epoch', 'layer', 'loss', 'relu'];https://www.kaggle.com/c/aerial-cactus-identification;0.597;0.367;2020-12-12 16:10:46;Aerial Cactus Identification;['gpu'];Keras _Transfer_DenseNet121;Python notebook;430.0;20;;
2019-03-09 01:51:03;;Apache 2.0;https://www.kaggle.com/ateplyuk/keras-transfer-vgg16;1.0;['tensorflow', 'keras'];['ai', 'cv'];['predict', 'train', 'model', 'epoch', 'layer', 'vgg', 'loss', 'relu'];https://www.kaggle.com/c/aerial-cactus-identification;0.696;0.452;2020-12-12 16:10:46;Aerial Cactus Identification;['gpu'];Keras _Transfer_VGG16;Python notebook;2825.0;54;;
2019-04-20 04:28:45;;Apache 2.0;https://www.kaggle.com/gabrielmv/aerial-cactus-identification-keras;1.0;['tensorflow', 'sklearn', 'keras'];['ai', 'dl', 'cv', 'rl', 'nn', 'ann'];['filter', 'train', 'model', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu', 'classification'];https://www.kaggle.com/c/aerial-cactus-identification;0.679;0.346;2020-12-12 16:10:46;Aerial Cactus Identification;['beginner, deep learning, earth and nature, +1 moreclassification'];Aerial Cactus Identification - Keras;Python notebook;1963.0;16;0.9999;0.9999
2019-03-22 02:01:41;;Apache 2.0;https://www.kaggle.com/kenseitrg/simple-fastai-exercise;1.0;['pytorch'];['ner', 'ai', 'nn', 'cnn'];['train', 'model', 'epoch', 'label', 'loss', 'classification'];https://www.kaggle.com/c/aerial-cactus-identification;0.729;0.464;2020-12-12 16:10:46;Aerial Cactus Identification;['gpu'];Simple_FastAI_exercise;Python notebook;5982.0;63;1.0000;1.0000
2019-03-29 08:56:20;Exploration;Apache 2.0;https://www.kaggle.com/mariammohamed/simple-cnn;1.0;['tensorflow', 'keras'];['ner', 'ai', 'dl', 'cv', 'rl', 'nn'];['train', 'model', 'epoch', 'layer', 'loss', 'label', 'predict', 'relu'];https://www.kaggle.com/c/aerial-cactus-identification;0.695;0.375;2020-12-12 16:10:46;Aerial Cactus Identification;['gpu, deep learning, classification'];Simple CNN;Python notebook;2745.0;22;0.9995;0.9995
2019-03-10 13:07:04;Cactus Identification fastai baseline;Apache 2.0;https://www.kaggle.com/mnpinto/cactus-identification-fastai-v1-0-46-ensemble;1.0;['sklearn'];['dl', 'ai', 'nn', 'cnn'];['train', 'model', 'epoch', 'label', 'loss', 'resnet'];https://www.kaggle.com/c/aerial-cactus-identification;0.682;0.352;2020-12-12 16:10:46;multiple data sources;['gpu'];Cactus Identification fastai v1.0.46 ensemble;Python notebook;2059.0;17;0.9996;0.9996
2019-06-20 07:28:57;Introduction;Apache 2.0;https://www.kaggle.com/shahules/getting-started-with-cnn-and-vgg16;1.0;['tensorflow', 'keras'];['ner', 'ai', 'dl', 'cnn', 'cv', 'nn', 'ann'];['activation function', 'filter', 'train', 'fitting', 'model', 'neural network', 'epoch', 'validation data', 'layer', 'vgg', 'loss', 'label', 'relu', 'predict', 'computer vision', 'classification', 'convolutional neural network'];https://www.kaggle.com/c/aerial-cactus-identification;0.767;0.559;2020-12-12 16:10:46;Aerial Cactus Identification;['gpu, beginner, cnn, +1 morebinary classification'];Getting started with CNN and VGG16;Python notebook;16306.0;234;;
2019-06-14 06:56:34;;Apache 2.0;https://www.kaggle.com/umangjpatel/aerial-cactus-cnn;1.0;['pytorch'];['ner', 'ai', 'nn', 'cnn'];['train', 'model', 'epoch', 'label', 'loss', 'classification'];https://www.kaggle.com/c/aerial-cactus-identification;0.682;0.357;2020-12-12 16:10:46;Aerial Cactus Identification;['classification, cnn, neural networks, +2 moretransfer learning, research'];Aerial Cactus CNN;Python notebook;2091.0;18;0.9999;0.9999
2015-12-13 07:43:08;;Apache 2.0;https://www.kaggle.com/datadave/ndcg-score-r;0.5;[];['ner', 'ai', 'nlp', 'nn', 'ml'];['filter', 'training data', 'train', 'deep learning', 'predict', 'rank', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.734;0.319;2020-12-12 16:26:37;Airbnb New User Bookings;[];nDCG score R;R script;6902.0;12;0.85669;0.85359
2016-02-04 22:06:51;;Apache 2.0;https://www.kaggle.com/davidgasquez/ndcg-scorer;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'cv', 'rl', 'nlp', 'nn', 'ml'];['test data', 'random forest', 'train', 'fitting', 'model', 'understanding', 'deep learning', 'label', 'predict', 'rank', 'recommend', 'classification', 'ground truth'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.777;0.4;2020-12-12 16:26:37;Airbnb New User Bookings;[];NDCG Scorer;Python script;22041.0;29;;
2015-12-13 11:31:26;;Apache 2.0;https://www.kaggle.com/davidgasquez/user-data-exploration;1.0;['pattern'];['ner', 'ai', 'dl', 'gan', 'rl', 'ml', 'nlp', 'nn', 'ann'];['filter', 'training data', 'train', 'model', 'deep learning', 'label', 'predict', 'understanding', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.798;0.532;2020-12-12 16:26:37;Airbnb New User Bookings;[];User Data Exploration;Python notebook;43183.0;156;;
2015-12-04 18:35:52;;Apache 2.0;https://www.kaggle.com/dietcoke/score-predictions-using-ndcg;1.0;['xgboost'];['nlp', 'ai', 'nn', 'ner'];['gru', 'training data', 'train', 'fitting', 'deep learning', 'predict', 'rank', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.733;0.292;2020-12-12 16:26:37;Airbnb New User Bookings;[];Score predictions using NDCG;Python script;6697.0;9;;
2015-11-26 20:32:31;;Apache 2.0;https://www.kaggle.com/hulkbulk/fisrtscript;1.0;['sklearn'];['ner', 'ai', 'cv', 'rl', 'ml', 'nlp', 'nn', 'ann'];['train', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.715;0.311;2020-12-12 16:26:37;Airbnb New User Bookings;[];FisrtScript;Python script;4273.0;11;0.00000;0.00000
2015-12-09 23:55:19;;Apache 2.0;https://www.kaggle.com/indradenbakker/rscript-0-86547;1.0;['xgboost'];['ner', 'ai', 'gan', 'ml', 'nlp', 'nn', 'ann'];['test data', 'generation', 'train', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.754;0.379;2020-12-12 16:26:37;Airbnb New User Bookings;[];Rscript_0.86547;R script;11342.0;23;0.86841;0.86454
2016-01-12 16:16:31;;Apache 2.0;https://www.kaggle.com/joetheshow/airbnb-visualizations;0.5;[];['ner', 'ai', 'dl', 'rl', 'nlp', 'nn', 'ml'];['filter', 'train', 'fitting', 'model', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.742;0.292;2020-12-12 16:26:37;Airbnb New User Bookings;[];Airbnb Visualizations;R notebook;8427.0;9;;
2019-02-20 05:44:03;;Apache 2.0;https://www.kaggle.com/justk1/airbnb;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'dl', 'rl', 'nn', 'ann'];['filter', 'training data', 'test data', 'train', 'label', 'predict', 'decision tree'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.663;0.281;2020-12-12 16:26:37;Airbnb New User Bookings;['gpu'];AirBNB;Python notebook;1420.0;8;0.86972;0.86509
2016-02-01 16:54:17;;Apache 2.0;https://www.kaggle.com/kevinwu06/airbnb-exploratory-analysis;0.5;[];['ner', 'ai', 'dl', 'rl', 'ml', 'nlp', 'nn', 'ann'];['filter', 'training data', 'test data', 'train', 'model', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.778;0.431;2020-12-12 16:26:37;Airbnb New User Bookings;[];Airbnb Exploratory Analysis;Python notebook;23090.0;42;;
2016-02-04 23:44:55;;Apache 2.0;https://www.kaggle.com/kevinwu06/feature-importance-w-xgboost;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'ml', 'nlp', 'nn', 'ann'];['test data', 'train', 'model', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.716;0.281;2020-12-12 16:26:37;Airbnb New User Bookings;[];Feature Importance w/ XGBoost;Python script;4383.0;8;0.86271;0.85934
2020-05-18 12:02:59;Visualizations;Apache 2.0;https://www.kaggle.com/krutarthhd/airbnb-eda-and-xgboost;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'nn', 'ann'];['test data', 'filter', 'train', 'label', 'predict'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.713;0.476;2020-12-12 16:26:37;Airbnb New User Bookings;['data visualization, exploratory data analysis, feature engineering, +1 morexgboost'];Airbnb EDA and Xgboost;Python notebook;4079.0;73;;
2017-09-13 07:18:06;**Airbnb New User Bookings**;Apache 2.0;https://www.kaggle.com/nikhiljangam/exploratory-data-analysis;1.0;['sklearn'];['ai', 'nn', 'ann', 'rl'];['training data', 'test data', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.711;0.334;2020-12-12 16:26:37;Airbnb New User Bookings;[];Exploratory Data  Analysis;Python notebook;3910.0;14;;
2015-12-02 09:53:41;;Apache 2.0;https://www.kaggle.com/omarelgabry/airbnb-user-bookings;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'gbm', 'cv', 'ml', 'nlp', 'nn', 'ann'];['machine learning', 'random forest', 'regression', 'train', 'model', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.766;0.371;2020-12-12 16:26:37;Airbnb New User Bookings;[];Airbnb User Bookings;Python notebook;15964.0;21;0.00000;0.00000
2015-12-08 13:24:11;;Apache 2.0;https://www.kaggle.com/pappukrjha/session-data;0.5;[];['ner', 'ai', 'dl', 'rl', 'nlp', 'nn'];['train', 'classification', 'training data', 'deep learning'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.712;0.292;2020-12-12 16:26:37;Airbnb New User Bookings;[];session_Data;Python script;4002.0;9;;
2015-12-09 03:51:32;;Apache 2.0;https://www.kaggle.com/scottbrenstuhl/holidays-make-people-hate-travel;1.0;['pattern', 'h2o'];['ner', 'ai', 'nlu', 'dl', 'gbm', 'gan', 'nlg', 'cv', 'rl', 'ml', 'nlp', 'nn', 'rnn', 'ann'];['filter', 'train', 'deep learning', 'vgg', 'label', 'predict', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.755;0.416;2020-12-12 16:26:37;Airbnb New User Bookings;[];Holidays make people hate travel;Rmarkdown script;11699.0;35;;
2016-02-27 01:56:07;;Apache 2.0;https://www.kaggle.com/svpons/feature-engineering;1.0;['sklearn'];['ner', 'ai', 'cv', 'nlp', 'nn', 'ann'];['test data', 'generation', 'train', 'model', 'deep learning', 'label', 'classification'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.732;0.346;2020-12-12 16:26:37;Airbnb New User Bookings;[];feature_engineering;Python script;6500.0;16;;
2015-12-08 05:18:23;;Apache 2.0;https://www.kaggle.com/svpons/script-0-8655;1.0;['xgboost', 'sklearn'];['ner', 'ai', 'dl', 'gbm', 'cv', 'rl', 'ml', 'nlp', 'nn', 'ann'];['machine learning', 'test data', 'train', 'fitting', 'model', 'understanding', 'deep learning', 'loss', 'label', 'predict', 'decision tree', 'classification', 'labeled'];https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings;0.78;0.442;2020-12-12 16:26:37;Airbnb New User Bookings;[];script_0.8655;Python script;24276.0;48;0.86952;0.86555
